chr1_GL456210_random	24114	24242
chr1_GL456210_random	24785	24946
chr1_GL456210_random	26108	26312
chr1_GL456210_random	26808	27338
chr1_GL456210_random	29446	29716
chr1_GL456210_random	29896	30248
chr1_GL456210_random	45122	45458
chr1_GL456211_random	44079	44188
chr1_GL456211_random	108362	108529
chr1_GL456211_random	109028	109189
chr1_GL456211_random	135246	135367
chr1_GL456211_random	137167	137378
chr1_GL456212_random	107416	107617
chr1_GL456213_random	13128	13318
chr1_GL456213_random	16197	16395
chr1_GL456213_random	37697	37839
chr1_GL456221_random	103583	103785
chr1_GL456221_random	149638	149780
chr1	3031496	3031689
chr1	3037845	3037951
chr1	3053048	3053186
chr1	3147777	3148062
chr1	3274447	3274570
chr1	3275265	3275434
chr1	3275999	3276121
chr1	3301845	3301980
chr1	3531680	3531841
chr1	3532561	3532733
chr1	3533006	3533164
chr1	3670703	3671234
chr1	3671447	3671696
chr1	3671849	3672355
chr1	3987469	3987713
chr1	3987919	3987984
chr1	4085283	4085677
chr1	4352455	4352638
chr1	4491746	4493094
chr1	4493215	4493806
chr1	4496567	4496798
chr1	4497111	4497581
chr1	4522942	4523025
chr1	4557097	4557434
chr1	4567263	4567520
chr1	4571689	4572076
chr1	4688178	4688457
chr1	4688896	4689004
chr1	4689185	4689372
chr1	4785488	4785815
chr1	4807647	4807873
chr1	4807991	4808104
chr1	4857508	4857633
chr1	4858031	4858203
chr1	4858341	4858713
chr1	4987794	4987982
chr1	5018290	5018407
chr1	5018603	5019047
chr1	5019189	5019911
chr1	5020072	5020255
chr1	5020575	5021057
chr1	5022926	5023109
chr1	5023520	5023821
chr1	5047038	5047122
chr1	5047332	5047450
chr1	5072174	5072927
chr1	5083091	5083471
chr1	5170394	5170673
chr1	5189242	5189576
chr1	5272918	5272992
chr1	5350460	5350610
chr1	5368134	5368344
chr1	5429999	5430530
chr1	5566929	5567314
chr1	5677066	5677264
chr1	5747026	5747149
chr1	5749033	5749185
chr1	5804547	5804679
chr1	5806152	5806229
chr1	5809521	5810059
chr1	5811053	5811136
chr1	5820161	5820624
chr1	5828115	5828258
chr1	5916493	5916575
chr1	5916702	5917220
chr1	5917345	5917472
chr1	6150966	6151074
chr1	6170895	6171142
chr1	6172539	6172669
chr1	6214285	6215476
chr1	6359126	6359438
chr1	6382848	6383209
chr1	6405028	6405199
chr1	6430440	6430708
chr1	6432180	6432257
chr1	6435814	6436090
chr1	6436218	6436386
chr1	6437106	6437675
chr1	6441269	6441563
chr1	6568855	6568946
chr1	6691100	6691242
chr1	6691359	6691470
chr1	6692541	6692799
chr1	6916589	6916899
chr1	6917055	6917457
chr1	7088534	7089233
chr1	7177723	7177911
chr1	7178351	7178593
chr1	7190520	7190765
chr1	7271818	7272046
chr1	7293479	7293884
chr1	7349457	7350043
chr1	7354676	7354797
chr1	7397747	7398034
chr1	7398223	7398557
chr1	7488292	7488402
chr1	7608528	7608788
chr1	7611971	7612042
chr1	7615896	7616078
chr1	7709894	7709985
chr1	7710258	7710368
chr1	7712928	7713127
chr1	7742101	7742223
chr1	7819720	7819986
chr1	7888901	7889125
chr1	7942959	7943240
chr1	7944527	7944672
chr1	7994800	7995022
chr1	7995146	7995678
chr1	8000513	8000656
chr1	8028299	8028618
chr1	8029197	8029561
chr1	8047062	8047208
chr1	8067921	8068323
chr1	8071138	8071345
chr1	8122610	8122714
chr1	8123401	8123780
chr1	8128307	8128392
chr1	8129881	8130015
chr1	8157552	8158119
chr1	8161386	8161523
chr1	8162948	8163091
chr1	8178390	8178671
chr1	8178946	8179049
chr1	8180554	8180687
chr1	8190460	8190705
chr1	8218483	8219023
chr1	8410859	8410958
chr1	8641143	8641325
chr1	8660854	8661101
chr1	8662116	8662236
chr1	8688357	8689225
chr1	8787028	8787271
chr1	8788403	8788492
chr1	8790129	8790322
chr1	8936651	8936751
chr1	8937034	8937089
chr1	9050842	9051071
chr1	9058234	9058337
chr1	9120829	9121057
chr1	9175464	9176003
chr1	9235621	9235697
chr1	9235887	9236239
chr1	9236404	9236567
chr1	9298902	9299109
chr1	9299247	9299596
chr1	9299728	9300179
chr1	9506592	9506782
chr1	9545185	9546269
chr1	9546469	9546635
chr1	9699577	9699673
chr1	9699815	9700297
chr1	9700467	9700814
chr1	9747604	9747728
chr1	9747856	9748626
chr1	9797910	9798497
chr1	9848257	9848500
chr1	9908626	9908824
chr1	9943921	9944197
chr1	9967068	9967991
chr1	10009139	10009282
chr1	10037824	10038002
chr1	10039691	10039806
chr1	10039953	10040250
chr1	10232033	10232354
chr1	10232545	10233393
chr1	10233690	10233853
chr1	10382712	10383002
chr1	10466183	10466417
chr1	10468723	10469167
chr1	10535125	10535293
chr1	10730071	10730203
chr1	10731609	10731743
chr1	10735072	10735206
chr1	10735329	10735576
chr1	10735704	10735875
chr1	10736600	10736688
chr1	10805353	10805945
chr1	10821875	10822073
chr1	10924800	10925109
chr1	10981720	10981823
chr1	10988909	10989133
chr1	10993523	10994006
chr1	11032374	11032586
chr1	11329603	11329722
chr1	11367525	11367836
chr1	11369668	11369833
chr1	11369995	11370189
chr1	11414136	11414534
chr1	11624244	11624370
chr1	11624523	11624632
chr1	11674160	11674280
chr1	11729351	11729841
chr1	11887252	11887344
chr1	11888928	11889004
chr1	11891284	11891555
chr1	11946679	11946965
chr1	11950494	11950786
chr1	12039504	12039952
chr1	12040711	12041086
chr1	12588959	12589073
chr1	12595759	12595893
chr1	12692997	12693153
chr1	12693279	12693387
chr1	12836024	12836222
chr1	12989857	12990480
chr1	12990602	12991201
chr1	12991682	12991868
chr1	12992239	12992642
chr1	12996252	12996545
chr1	13015438	13015618
chr1	13050273	13050540
chr1	13104079	13104381
chr1	13104930	13105134
chr1	13118634	13118818
chr1	13125439	13125870
chr1	13126338	13126670
chr1	13127090	13127564
chr1	13128497	13128615
chr1	13203443	13203526
chr1	13318145	13318880
chr1	13372330	13373372
chr1	13373489	13374001
chr1	13374178	13374336
chr1	13374519	13374795
chr1	13435556	13435710
chr1	13550652	13551000
chr1	13551669	13551882
chr1	13552000	13552252
chr1	13555783	13556133
chr1	13557376	13557646
chr1	13575220	13575317
chr1	13589268	13589585
chr1	13590020	13590205
chr1	13660133	13660709
chr1	13780665	13780818
chr1	13815206	13815323
chr1	13816660	13816943
chr1	13820337	13820554
chr1	13960893	13961346
chr1	13963254	13963437
chr1	13998652	13998747
chr1	14309780	14310162
chr1	14506335	14507149
chr1	14755206	14755794
chr1	14756105	14756206
chr1	14865045	14865176
chr1	14918803	14918903
chr1	14975402	14976172
chr1	14994647	14994870
chr1	15020409	15020510
chr1	15080776	15080932
chr1	15083656	15083908
chr1	15269579	15269808
chr1	15286506	15287041
chr1	15312644	15312979
chr1	15742650	15743568
chr1	15805592	15806092
chr1	15892475	15892619
chr1	15892735	15893037
chr1	15934229	15934591
chr1	16092965	16093342
chr1	16104053	16104242
chr1	16104708	16104832
chr1	16104962	16105321
chr1	16105666	16105966
chr1	16106142	16106408
chr1	16169747	16169916
chr1	16205577	16205771
chr1	16391645	16391809
chr1	16503585	16503918
chr1	16516366	16516670
chr1	16518663	16518779
chr1	16518953	16519153
chr1	16519267	16519369
chr1	16519779	16520158
chr1	16600479	16600674
chr1	16618534	16618688
chr1	16618800	16619552
chr1	16656582	16656722
chr1	16656847	16657238
chr1	16665151	16665627
chr1	16688591	16688777
chr1	16702399	16702480
chr1	16712036	16712322
chr1	16713299	16713691
chr1	16738397	16738697
chr1	16739353	16739533
chr1	16739657	16739898
chr1	16743521	16743592
chr1	16745010	16745169
chr1	16829022	16829189
chr1	16834856	16835023
chr1	16848196	16848479
chr1	16953172	16953850
chr1	17091557	17091972
chr1	17096990	17098057
chr1	17123564	17123719
chr1	17124746	17124866
chr1	17145527	17145736
chr1	17389990	17390107
chr1	17473752	17473964
chr1	17524434	17524914
chr1	17526709	17526879
chr1	17527016	17527184
chr1	17685885	17686086
chr1	17704943	17705500
chr1	17903712	17903970
chr1	17956774	17957200
chr1	17957864	17958127
chr1	17958240	17958783
chr1	17962115	17962370
chr1	17963747	17963838
chr1	18016462	18016527
chr1	18047784	18047986
chr1	18057376	18057475
chr1	18058036	18058283
chr1	18058436	18058897
chr1	18254610	18254753
chr1	18408859	18408942
chr1	18517170	18517293
chr1	18517965	18518157
chr1	18518281	18518522
chr1	18520938	18521068
chr1	18658753	18659040
chr1	18696018	18696181
chr1	18761303	18761373
chr1	18761977	18762170
chr1	18872463	18872629
chr1	18927703	18927804
chr1	19104137	19104880
chr1	19131802	19132168
chr1	19209865	19210068
chr1	19210288	19210489
chr1	19210703	19210858
chr1	19214028	19214351
chr1	19234133	19234240
chr1	19234879	19235076
chr1	19236641	19236851
chr1	19283958	19284043
chr1	19285168	19285302
chr1	19331278	19331346
chr1	19332151	19332241
chr1	19398868	19398970
chr1	19622479	19622921
chr1	19623561	19623741
chr1	19623865	19624106
chr1	19627663	19627816
chr1	19629223	19629553
chr1	19693243	19693521
chr1	19799430	19799823
chr1	19838951	19839649
chr1	19999055	19999618
chr1	20321474	20321632
chr1	20432281	20432431
chr1	20486457	20487619
chr1	20500530	20500710
chr1	20549167	20549280
chr1	20574624	20574778
chr1	20574900	20575040
chr1	20648351	20648530
chr1	20769819	20770044
chr1	20819936	20820270
chr1	20890362	20890862
chr1	20891711	20891804
chr1	20934645	20934899
chr1	20935079	20935198
chr1	20935314	20935570
chr1	20951508	20951874
chr1	21079152	21079695
chr1	21115403	21115487
chr1	21117321	21117397
chr1	21121313	21121571
chr1	21141672	21141773
chr1	21218619	21218825
chr1	21360615	21360834
chr1	21364156	21364307
chr1	21457457	21457603
chr1	21581765	21582229
chr1	21584739	21584928
chr1	21588771	21588920
chr1	21960657	21961213
chr1	21961340	21961758
chr1	21961888	21962326
chr1	21995384	21995582
chr1	21997056	21997122
chr1	22000556	22000951
chr1	22001082	22001261
chr1	22002053	22002336
chr1	22080401	22080642
chr1	22158421	22158676
chr1	22158847	22159008
chr1	22159501	22159572
chr1	22346328	22346412
chr1	22398610	22398697
chr1	22512482	22512652
chr1	22533201	22533550
